1.862357466676598960e+00,-1.628011728238747180e+00,-1.521210003750783191e+00,1.715218498654368151e+00,3.377989467543799362e-01
8.573738204358856141e-01,-1.794281981533872417e+00,-5.071222191114964639e-01,-1.900986475912652462e+00,1.082685072957120243e-01
-3.081183742864116448e-01,-1.572720075733611278e+00,7.216066702219327000e-01,-3.090647559339009032e+00,-1.134416023813429542e+00
6.401787969278098789e-01,-7.866361073930686620e-01,-1.217576631982768776e+00,-1.474001604593279335e+00,-2.597528449094085090e+00
-1.248249718425107790e+00,-3.676429955173034503e-01,-2.151874842850940439e+00,8.641135666120706160e-01,-1.671492848028534706e+00
1.316060526895344696e+00,2.817124764802392267e-02,-1.375594999929034223e+00,2.469409945025479836e+00,1.901763988538387462e-01
1.309941626421071703e-01,1.362644203945632349e+00,-1.586789991986568893e+00,1.274898491293099845e+00,1.895688453338278290e+00
5.603559552225252371e-01,6.455083623507437141e-01,-1.128192261195030355e+00,-8.844001981820746039e-01,-2.818986779507699492e-01
8.772108775632940780e-01,-4.211600500380793255e-01,1.704770002349563107e+00,-7.818347053903977883e-01,-1.952074955139457835e+00
-1.723595356573407733e-01,-8.058400836588047733e-01,-1.952227172637857722e+00,1.038827930504691022e+00,6.954108715575211264e-01
2.979094751201413871e+00,-1.308773399413902805e-01,7.335823229149297520e-01,4.906365664321954423e-01,-1.827063492451198590e-01
5.739015314460883532e-01,-9.196840652442076491e-01,-1.486205180698324080e+00,4.732309091641217491e-01,-1.718027121672173418e+00
-3.883195686330540575e-01,-1.606355688338240606e+00,-1.535826574885706730e+00,9.851699850650978973e-01,-1.068360785424509407e+00
1.739783627582612846e+00,-2.645949544269562637e+00,-6.046535097255838487e-01,-1.845615025891313710e-01,1.091693521585492821e+00
1.617583490691788972e+00,8.585250891676621254e-01,-1.382380508834955446e+00,-1.618403131584524868e+00,-2.794786915181800779e+00
-9.188029992386808065e-01,-3.147652361561469103e+00,-5.704118350028755113e-01,3.531538375680566944e+00,-1.579301167672764405e+00
1.714510770008446094e+00,-1.824905947392111649e+00,-7.580841083110633205e-01,1.954801652927613542e+00,4.401025558055596809e-01
6.299589561219773870e-01,-1.539043803045254677e+00,-1.047548042603197782e+00,-1.673738101241788234e+00,5.567375366878839493e-01
2.631308710331466294e+00,-3.235966607042902177e-01,-7.784011795241441156e-01,-3.663230538561390581e-01,-2.556427361318931446e+00
2.940593655796478467e-01,-3.466180292889211145e+00,-3.008574012791390917e+00,3.792175184689634992e+00,-1.670799168370792120e+00
2.869688844010147566e+00,-2.263206410353942211e+00,-8.770698105957157598e-01,1.335857780755264734e+00,1.457427049706611299e+00
1.307031150330163705e+00,-1.201263574251338673e+00,-1.770647935721100019e+00,-2.519145535299622374e+00,-4.026570487395154663e-01
2.055293375718670656e+00,-1.312756502412201653e+00,-1.269400851901782756e+00,-1.675316631722648886e+00,-1.080069074040687083e+00
2.054359031916227707e+00,-2.539062247466091993e+00,-2.505729444645160342e+00,1.304397738078163504e+00,-4.880671461065568817e-01
1.021745334507710767e+00,-1.668070642099051870e+00,-1.826582218723283857e+00,-2.113543950742200028e+00,-2.184234959400805920e+00
-8.130870217865350247e-01,-3.721274031534271831e+00,-1.043706947529602580e+00,6.666168271034810244e-01,-8.266755536770108437e-01
7.058973724344821954e-02,-8.380489546596615602e-01,6.349730673078496368e-01,-3.190489677899787324e+00,1.420536273356720613e-01
1.025287154054773442e+00,-5.221850693137530808e-01,-7.782190062658117524e-01,6.443000310152289245e-01,-1.873843332833491360e+00
3.166684236759222393e-01,2.727010260583109247e-01,-3.224904075746095611e-01,2.394511622423934227e+00,-5.806476282905462805e-01
2.861599363062821144e-01,1.230791141967142677e+00,4.511569855132183671e-01,2.754632609282745115e+00,2.686897300365262531e+00
