x0,x1,x2,x3,x4
0.09068001315186114,0.07469529914488514,-0.571180081714535,-0.6290789918618445,1.2825610171654473
0.2788434344424927,-0.08410956295443134,1.034637408999924,-1.5489018456273749,1.0680815583463665
-0.21074649272390988,0.8606402298791656,-0.718924771483819,0.39798437200543596,-0.7312702788578481
0.3315226188256175,0.6131372220656104,-0.3626940716000288,0.4935979076470614,-0.5663484377639413
-0.8366629940018961,-1.7070451278569059,-0.5506874787963455,-1.0906424532664245,-0.15547120403451192
1.598743928046127,-2.3495481013424135,0.3824526068163052,-1.30133074955789,3.3495668373717207
-0.7640495395751816,1.0749107814203422,2.8401589573473407,-0.6004236371039637,-0.37099182681656556
0.10637565034680696,-0.2938809694644756,-1.2163129719940706,1.3343934397841477,-0.7012448006112083
4.290046793823434,0.5856036122467342,-0.2672007609508561,0.9216875370954167,0.16813749858600222
0.6027153768657465,-3.798780446001718,-1.2198835364017426,0.5303046020704522,-1.8148088937806395
-0.36945844562310964,-0.9923544941549768,2.776734592647095,-1.3142790415820746,1.2951787948639815
-1.453962634302789,-0.674166441205394,-0.4555411780730655,1.856514572243716,1.2925172631664834
-0.6474802711138121,0.3932272661561735,0.35244752388221173,-0.9463170309034474,0.3230580108606566
0.493581210131258,-1.3137970617375936,-0.7655031844467284,1.5327402954966014,1.4534206056675125
-0.37827292649790956,-0.1443129585253614,0.6238142022353951,-0.4767328618216328,0.007468900664083455
-0.27117481792864656,0.32118509042090454,0.028930781594901006,0.12721698778328488,-0.43966005128837404
-0.03538509674376096,0.6662269407804534,1.6413951379373148,-0.3328955655374422,-0.7393687742520496
-1.243449191593022,-0.036981617471759126,-0.34973992209996196,0.7161354375463889,-0.24848236523941541
0.47908660104958256,-0.46084804593032996,-0.05605141629025931,-0.44922723582740187,0.29902677744020856
-0.5212036356142663,0.7751522127567655,0.28922621450605446,-0.35955810528373255,0.3922404897873669
-2.6728196486043316,-0.6128357833834654,-0.3821578776479663,-0.672342000831084,0.6992695336684784
-2.020600121548659,2.369020094220434,0.46433327290616944,-0.08934919920877393,-0.1376291197441013
0.4961490847824206,1.7695322360212247,-0.9047254503726991,0.4422888163435499,-1.0571462633370161
0.45335330316272304,0.10018494615350046,-1.110322209157626,-0.17957453246994667,-1.5680754141467155
0.47797153711915064,-0.08372743515870816,-0.8998413006655712,-2.3666192662308028,-2.2926050807471423
1.1715702001133945,-4.292008693231167,-0.8461869636978997,-0.8907904668026406,2.552793125325074
2.453243235884402,1.1166917715636988,2.16678566143851,-0.24819793759970604,1.8732515697904817
-1.3324697361565223,-0.031146161503381994,-0.3271384241538051,1.4727518093251522,-0.9641345462521177
0.48870206788510717,-0.5832143510694864,-0.18935320051189586,-0.37553534371128866,0.6254932459832644
3.239052094445425,3.4437865400006085,0.4842279853581162,0.5828773614217487,-1.6475620387730048
-2.0103797820543936,-0.3448664232220874,-1.643488051196198,1.2606171793150107,-6.022719826792699
-0.6526778502753839,-1.1325414159146137,-0.8513761618551132,-2.188215265136792,0.2553768414421566
1.9130523750984718,-0.5335134813160364,1.2924238978658344,-1.360238292231698,2.2308857710665446
-1.6680834615629725,-0.5411736086463457,2.41258803467177,0.8131551521951395,-2.218864809401296
-1.5851059573111959,-1.6455242608354406,-0.17121662260462722,-0.8010915014958526,0.2788513120036622
0.43740762918894416,-1.2468612697128882,1.2283019200536378,-0.7204966968585564,1.8581807386383
-0.7249993720224872,-0.8204206380501935,0.4851595349877621,0.6051341029954482,0.9641964051597128
-1.607159607617922,0.21893120046050277,0.6855513759828021,1.0076452493346186,2.6107051520483915
-0.5375065002567961,0.7169575550056501,1.0740028751600739,-0.3179540202828415,-0.3957827720746123
2.084564278508317,-0.5974613827618562,-0.17464499465659677,-0.9636943412965581,-0.6695290664669132
0.20762350896253923,-2.5123303261674432,-0.47231841223598225,-0.4520457756468411,1.5859017622377414
-1.3245925651677584,2.7362979688224116,2.120285903116705,-1.2149325469351684,-0.2821522910949328
1.268183096933798,1.071193807575709,-0.23891079794066017,1.7182208372318446,0.7154183649232964
